tx_id	gene_name	undepleted_1	undepleted_2	ribozero_p	ribozero_p_o	ribozero_p_f	ribozero_p_of	qiagen_fastselect_1	qiagen_fastselect_2	ribopools_1	ribopools_2	ribopools_no_heat_1	ribopools_no_heat_2
ENST00000329610.5	NPW	1	3	9	0	0	0	16	20	16	22	54	32
ENST00000292254.8	RUSC1	24	21	67	2	0	5	59	61	49	76	128	138
ENST00000307358.6	HTRA3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000370830.3	BMP5	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000566897.5	ALDOA	3259	3007	5455	510	354	322	7269	8498	6582	8533	16870	16891
ENST00000437823.4	SPATA31A5	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000359785.9	PTPN22	1	0	15	0	0	0	15	11	8	11	27	30
ENST00000533601.6	RAB15	1	0	0	0	0	0	0	0	1	1	0	1
ENST00000330233.11	CRIP1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000329797.7	GPR132	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000497933.1	LRRC55	0	0	0	0	0	0	1	0	0	1	0	0
ENST00000433473.8	PPT1	166	178	251	41	19	12	364	419	303	376	843	816
ENST00000505490.2	ALYREF	447	400	641	78	18	45	898	1162	912	1212	2222	2283
ENST00000358658.7	NAALADL1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000620195.4	ZNF778	10	12	12	0	0	0	16	30	15	21	38	47
ENST00000447906.6	OTUD4	22	23	46	0	0	0	64	61	51	73	131	131
ENST00000413830.5	EPGN	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000370818.7	GPC3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000309863.10	GCC2	59	65	140	2	3	11	144	148	125	154	325	301
ENST00000399881.7	KCNU1	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000481882.6	KNCN	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000380574.5	SLC22A18	12	5	4	0	0	0	14	18	18	15	37	28
ENST00000255764.3	MED10	73	59	179	9	6	7	173	182	143	167	402	407
ENST00000278903.10	EI24	61	62	52	21	8	3	117	163	119	176	321	294
ENST00000221233.8	EXOSC5	50	52	74	15	18	27	135	135	107	147	274	310
ENST00000377617.7	ATXN2	78	82	208	2	13	4	192	207	179	206	397	444
ENST00000553645.6	DNAL1	7	5	11	0	6	0	7	9	7	15	19	26
ENST00000528737.5	FAM111A	29	16	26	0	0	0	52	49	42	62	126	111
ENST00000399910.5	RNF212B	0	0	0	0	0	0	1	4	0	0	1	2
ENST00000374201.7	FRMPD2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000296786.7	UBLCP1	99	112	213	44	14	26	267	312	241	302	619	645
ENST00000542569.5	SAMD8	7	5	17	0	0	0	17	11	5	11	35	27
ENST00000242505.10	FAM149B1	2	3	8	0	0	0	6	9	6	5	11	12
ENST00000368744.3	PRR9	0	0	0	0	0	0	0	1	0	0	0	2
ENST00000265465.7	POLA2	75	68	109	9	15	22	158	184	174	196	388	388
ENST00000268053.10	CYP11A1	0	1	3	0	0	0	0	1	1	0	0	0
ENST00000373264.4	CDK9	71	77	179	0	6	15	180	205	168	211	441	455
ENST00000426928.6	LACTBL1	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000341547.8	LMO7	0	2	0	1	0	0	5	2	1	0	4	1
ENST00000379480.8	MTRF1	6	12	16	0	0	0	23	29	19	32	78	52
ENST00000249499.7	HOXD9	1	0	7	2	0	2	5	5	3	2	7	10
ENST00000428845.6	TSPY10	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000278601.5	C11orf52	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000369738.8	PIFO	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000395787.3	APIP	189	179	229	40	12	30	390	443	344	468	864	867
ENST00000396432.6	ARHGAP21	35	32	60	10	0	7	59	89	65	88	191	159
ENST00000262498.7	CFAP20	72	65	115	6	0	11	173	216	158	176	406	409
ENST00000368764.3	IVL	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000308302.3	GOLT1A	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000268220.11	SEC11A	247	208	407	44	22	34	606	661	497	721	1441	1247
ENST00000276585.8	MRPS28	65	72	89	29	10	0	195	191	171	196	409	409
ENST00000344876.8	PCDH18	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000308910.8	GCSAM	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000257861.7	AVIL	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000331772.8	RNLS	0	1	0	0	0	0	3	1	1	2	1	3
ENST00000397410.9	AKAP8L	115	90	201	16	0	7	230	320	251	321	618	630
ENST00000261303.12	PSMC1	188	187	318	21	34	24	434	465	376	491	959	1015
ENST00000264211.12	EIF4G3	25	22	16	3	8	4	64	78	54	77	150	147
ENST00000457326.2	CAPNS2	0	0	0	0	0	0	1	1	0	1	0	0
ENST00000383165.3	FOXL2NB	2	1	4	0	0	2	6	3	6	4	20	5
ENST00000314133.3	COX8A	303	302	441	57	10	39	557	706	562	718	1403	1518
ENST00000367868.3	GPA33	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000246646.3	KRT38	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000290039.5	CACHD1	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000257770.7	NT5E	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000084798.8	CA11	5	6	17	4	0	0	11	10	17	13	25	33
ENST00000640558.1	AC106774.5	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000369159.2	HIST2H2AA3	1296	1176	2093	265	156	172	2904	3454	2771	3600	6846	6840
ENST00000316851.11	NCAM1	0	0	0	0	0	0	0	0	0	1	0	0
ENST00000590071.6	WTIP	0	0	0	0	0	0	1	0	1	2	2	2
ENST00000379562.8	KIN	47	38	69	8	0	0	84	108	81	113	205	201
ENST00000382622.3	PRMT8	1	5	6	0	0	0	12	11	4	18	21	31
ENST00000368192.8	ETV3	27	22	22	0	0	0	54	56	63	53	101	110
ENST00000313835.13	GPR89A	31	31	32	4	7	7	66	77	49	65	120	116
ENST00000345094.7	THUMPD3	134	100	170	5	16	20	294	314	229	356	668	635
ENST00000380377.8	TBCA	208	154	227	45	11	18	419	478	320	498	943	931
ENST00000447234.6	MUC20	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000336915.10	SKAP1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000381317.8	ASMTL	13	12	15	4	1	1	34	49	48	44	84	77
ENST00000263697.5	DNAJC8	229	192	341	26	2	79	441	536	448	546	1015	1028
ENST00000443119.7	AC012184.2	30	35	62	1	5	11	95	115	100	113	200	220
ENST00000309170.7	P2RY14	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000298630.7	STK32C	3	1	8	0	0	0	2	6	5	3	9	10
ENST00000257359.6	ADAMTS8	0	0	0	0	0	0	1	1	0	1	2	0
ENST00000361547.6	SELENON	18	20	41	1	0	0	28	45	42	49	107	97
ENST00000310193.3	CYP7B1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000314254.3	MRGPRX4	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000543494.1	AP003419.2	10	12	11	4	0	0	24	34	28	34	58	66
ENST00000340010.9	SLC26A3	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000338560.11	TRPV2	137	134	184	37	17	33	286	312	254	334	678	670
ENST00000381280.4	SMOC1	1	0	0	0	0	0	1	2	0	2	1	1
ENST00000221399.7	TULP2	0	0	0	0	0	0	0	1	0	0	0	2
ENST00000439096.2	BBC3	5	5	28	0	0	0	11	24	16	16	45	44
ENST00000211314.4	TMEM14A	8	7	16	0	0	8	19	22	21	21	45	39
ENST00000315367.3	PLEKHF2	23	23	50	7	19	10	67	67	55	70	133	157
ENST00000318709.8	AVL9	60	58	65	9	1	1	114	180	124	177	314	282
ENST00000357461.6	TMEM229B	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000296564.8	ICE1	53	55	60	12	0	8	132	153	111	149	257	288
ENST00000272286.2	ABCG8	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000372899.5	UBR2	119	117	219	29	24	16	307	407	266	344	730	660
ENST00000261169.10	LMO3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000349451.3	OPRL1	0	0	0	0	0	0	0	1	0	0	2	0
ENST00000382410.2	DEFB125	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000350796.7	CYTH3	5	11	0	0	0	0	18	18	6	28	24	47
ENST00000377905.8	SLC17A4	0	0	0	0	0	0	0	0	0	1	0	0
ENST00000300527.8	COL6A2	2	0	0	0	0	0	0	3	3	2	4	5
ENST00000612727.4	TBC1D3L	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000061240.6	TLL1	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000298717.8	METTL3	43	48	59	5	4	5	80	126	78	117	199	193
ENST00000334391.4	DEFB128	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000330622.9	FBXO21	32	21	67	18	9	7	66	67	59	73	135	142
ENST00000319070.2	WFIKKN1	2	0	0	0	0	0	1	1	3	0	2	4
ENST00000336854.8	ATG101	15	21	12	2	1	0	41	43	42	61	96	98
ENST00000262794.9	MOV10L1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000262030.7	ATP5B	2075	1839	3310	257	199	353	4277	5101	3942	5167	10157	10094
ENST00000322315.5	GIPC3	7	8	7	7	1	0	9	16	8	18	29	41
ENST00000356864.3	TNFRSF10C	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000518237.5	IDO1	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000429845.6	NEK10	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000321358.11	YBX1	1236	1172	2131	218	107	153	2906	3422	2656	3505	6528	6849
ENST00000320743.7	LRIG3	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000334705.11	FAM91A1	45	39	39	6	5	14	87	95	70	103	211	197
ENST00000532485.5	ACER3	19	8	15	0	0	0	35	33	24	33	62	56
ENST00000326043.4	MAF	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000316950.10	ZNF569	6	1	28	0	0	0	15	11	22	15	23	24
ENST00000528743.3	KRTAP5-9	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000307439.9	RASSF6	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000276440.11	DOCK5	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000184266.2	NDUFB4	207	190	414	21	32	14	456	561	400	553	1072	1076
ENST00000321919.13	GLYR1	149	127	183	20	8	23	329	332	268	342	681	699
ENST00000381733.9	ASAH1	61	60	152	11	6	32	123	176	138	174	288	327
ENST00000357383.4	CGB3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000496770.1	FNDC5	0	0	0	0	0	0	0	1	0	0	0	1
ENST00000186436.9	TMEM131	57	51	64	11	5	2	144	133	118	133	284	283
ENST00000620492.4	TMEM114	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000604641.5	GAS2L2	0	0	0	0	0	0	0	0	0	0	0	2
ENST00000434336.2	FAM231A	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000215375.6	ATP5D	318	293	580	82	53	57	725	788	651	923	1671	1773
ENST00000223136.4	FIS1	37	35	31	0	3	4	93	84	75	89	184	189
ENST00000603700.1	URGCP-MRPS24	14	8	20	0	0	8	35	37	13	30	47	48
ENST00000280606.6	PRSS53	0	0	0	0	0	0	0	0	0	1	3	0
ENST00000439461.5	ZNF766	14	12	34	1	0	0	36	45	31	41	95	99
ENST00000225729.7	DRG2	63	70	73	4	11	12	161	216	156	187	324	309
ENST00000369704.7	CFAP58	0	2	0	0	0	0	2	1	6	4	5	8
ENST00000371953.7	PTEN	10	11	8	0	0	1	24	27	18	29	55	45
ENST00000381854.3	CDC37L1	0	8	1	0	0	0	18	11	16	16	28	43
ENST00000361487.6	PAX9	2	4	5	0	0	0	4	7	5	4	15	20
ENST00000304222.2	ADORA2B	8	6	18	0	0	4	13	22	11	17	22	36
ENST00000422730.3	PRAC2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000615526.1	FNDC11	0	0	0	0	0	0	0	0	1	0	0	0
ENST00000287156.8	UBE2L6	3	2	7	0	0	0	10	13	9	8	20	16
ENST00000579991.2	DYNLL2	35	44	59	5	0	4	97	105	92	111	199	230
ENST00000300853.7	ERCC1	65	70	99	29	22	8	149	178	143	182	359	378
ENST00000311223.9	GLUL	812	829	1577	123	64	123	1857	2277	1829	2304	4480	4536
ENST00000273130.8	DYNC1LI1	189	202	303	21	24	27	422	490	403	500	1044	1048
ENST00000315732.2	LSM10	8	7	13	0	0	0	15	24	19	30	53	50
ENST00000366696.1	HIST3H3	58	51	111	6	6	5	155	163	124	166	308	293
ENST00000421852.5	TMEM41A	42	34	50	12	13	0	80	114	79	105	191	191
ENST00000373094.5	PCDH11X	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000282185.7	ATG10	7	9	4	0	0	0	14	25	20	29	48	59
ENST00000258200.7	FBXL8	1	0	0	0	0	0	6	5	8	7	21	14
ENST00000366645.1	EXOC8	37	26	49	0	2	23	66	80	62	78	165	173
ENST00000231188.9	GRM6	0	0	1	0	0	0	1	0	0	0	0	0
ENST00000394427.2	QRFPR	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000357166.10	ZDHHC9	20	19	23	0	0	0	38	48	34	44	83	74
ENST00000264563.6	IL11	0	0	0	0	0	0	0	0	3	1	0	0
ENST00000324679.4	SAV1	10	8	0	0	0	1	21	18	18	20	30	30
ENST00000422359.2	EBLN1	2	0	0	0	0	0	2	1	2	2	3	8
ENST00000268595.2	CMTM2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000317089.9	DNAJA2	194	173	284	49	21	14	413	516	426	536	981	1050
ENST00000461366.1	RNF112	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000305135.9	YEATS2	26	27	31	5	1	6	71	65	40	56	121	127
ENST00000375256.4	ZNF367	11	8	20	7	0	0	20	29	26	29	49	58
ENST00000337338.9	LRRC8D	32	16	31	11	7	6	64	57	44	63	128	129
ENST00000292586.10	MRNIP	5	12	44	4	0	4	22	26	16	29	42	47
ENST00000288087.11	MDP1	1	8	20	0	0	0	13	12	9	15	33	27
ENST00000305885.2	FEN1	271	221	368	17	15	22	600	703	527	669	1352	1394
ENST00000331780.4	SPATA32	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000332793.10	SLC22A10	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000304625.2	RNASE2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000389609.8	CCDC149	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000437570.6	RUFY1	29	34	112	3	0	2	82	115	91	105	174	191
ENST00000320857.7	SSR4	265	254	416	30	17	26	664	735	587	713	1430	1507
ENST00000426333.6	EFTUD2	378	353	699	65	19	48	960	1054	836	1034	2140	2031
ENST00000359933.5	ATG2B	23	27	12	0	2	1	30	52	39	41	93	87
ENST00000439556.2	ZNF625	0	1	2	0	0	0	3	4	4	5	2	8
ENST00000638454.1	PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000338896.9	CLEC12B	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000229304.4	APOBEC1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000361936.9	MINDY1	2	5	9	1	0	0	24	23	21	26	56	45
ENST00000249064.8	CCDC117	19	23	19	0	0	2	53	62	48	51	120	111
ENST00000368947.8	ANXA9	0	1	0	0	0	0	1	2	1	1	5	6
ENST00000375116.3	PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000321437.8	RAB8B	22	16	43	6	1	3	39	46	41	42	102	74
ENST00000550487.5	COX14	9	7	14	0	0	0	29	38	31	29	69	50
ENST00000634353.1	AL161669.4	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000394908.8	FLOT2	116	95	198	18	0	18	196	235	210	287	516	499
ENST00000281871.10	MZT2B	78	52	131	3	4	6	159	205	154	236	377	357
ENST00000303892.9	ATP6V1G2	0	1	0	0	0	0	0	1	1	1	1	1
ENST00000347454.8	EIF2B4	122	93	137	32	4	17	229	265	209	252	522	555
ENST00000381831.7	GART	912	821	1370	119	86	97	2121	2404	1810	2383	4735	4534
ENST00000369046.8	QRSL1	45	43	79	7	0	0	79	112	92	107	251	209
ENST00000308979.6	TLR1	0	0	0	0	0	0	1	0	2	0	0	0
ENST00000373173.6	APOOL	32	32	41	8	7	0	58	85	52	68	128	145
ENST00000368886.9	IKZF5	12	15	12	0	0	0	8	18	13	20	37	41
ENST00000244745.3	SOX4	0	1	0	0	0	0	1	2	0	0	1	4
ENST00000287022.9	UQCRB	463	380	674	57	44	57	1078	1196	911	1185	2427	2385
ENST00000329493.5	C19orf71	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000168148.7	SPP2	0	0	0	0	0	0	2	1	1	2	3	3
ENST00000566848.5	TMEM219	6	14	22	0	0	0	17	27	28	38	47	55
ENST00000374888.2	ZXDB	1	5	12	0	0	0	10	8	5	10	21	15
ENST00000334179.4	UBL4B	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000330915.7	KANK3	0	1	0	0	0	0	0	2	0	2	1	1
ENST00000382276.7	DMRT1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000342310.7	LMX1A	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000312298.1	OR5J2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000361871.7	MSRB1	22	33	35	5	0	14	56	52	39	57	129	103
ENST00000443597.6	LRRC23	2	1	0	0	0	0	5	3	3	2	7	11
ENST00000297792.9	KDM1B	80	60	94	0	3	21	163	207	160	185	410	381
ENST00000243346.9	NMI	82	63	124	20	13	17	165	207	171	199	460	428
ENST00000283882.3	CFDP1	44	41	60	1	0	11	74	62	68	85	156	192
ENST00000222374.2	CADM4	0	3	0	0	0	0	4	3	0	3	6	6
ENST00000345043.2	OR52B6	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000306560.1	HAS3	0	0	0	0	0	3	0	1	0	1	0	0
ENST00000354700.9	ACAP3	11	7	24	2	0	0	29	41	24	41	45	65
ENST00000382252.5	ZNF316	28	23	23	0	1	1	50	81	70	72	149	149
ENST00000594797.5	PET100	103	60	140	11	3	3	202	240	157	203	431	425
ENST00000281087.6	ATP6V1G3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000326648.4	ZNF609	47	41	63	8	0	0	87	102	62	98	194	177
ENST00000336308.9	STARD3	42	28	79	9	3	6	62	80	68	74	164	174
ENST00000310380.10	XXYLT1	17	7	27	0	0	0	35	62	33	41	81	88
ENST00000331373.9	POMK	21	27	47	0	3	0	50	52	51	59	125	107
ENST00000430816.2	AL354761.2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000291860.1	KIR3DL3	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000249284.3	TAS2R16	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000262441.9	GLP2R	0	0	0	0	0	0	0	0	0	0	1	1
ENST00000382487.4	GPR78	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000377149.5	OR11A1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000579455.1	C18orf63	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000255226.10	SLC14A2	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000302243.11	DDX19A	44	52	82	0	4	4	113	133	117	141	241	273
ENST00000619895.4	TMC4	0	1	0	0	0	0	2	0	0	0	3	2
ENST00000360658.2	TLR9	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000216185.6	TXN2	127	106	198	2	4	10	246	296	235	317	552	616
ENST00000333137.11	SMTN	29	11	72	9	0	0	43	49	32	50	84	81
ENST00000278715.7	HMBS	280	279	530	26	12	22	646	784	596	756	1521	1481
ENST00000620911.4	PRSS45	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000369063.7	RTN4IP1	50	26	87	6	0	9	80	103	90	97	191	215
ENST00000324862.6	PRPF3	114	97	132	21	6	5	251	240	185	244	530	470
ENST00000641490.1	OR51A7	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000244051.2	MOCS3	20	20	31	4	3	14	49	61	49	69	133	141
ENST00000286485.12	PSD3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000371019.3	FRAT2	11	9	6	8	3	4	21	25	24	30	46	58
ENST00000216410.7	GNPNAT1	36	22	47	0	3	0	58	86	53	70	147	161
ENST00000528919.5	MROH1	16	11	31	1	0	4	34	26	32	34	67	74
ENST00000314565.8	BORCS5	5	9	4	0	0	0	22	26	19	21	49	74
ENST00000432564.2	HCAR1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000325404.2	SOX2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000612966.1	HIST1H3C	148	121	216	5	8	17	327	404	259	365	718	777
ENST00000257604.9	TRAFD1	83	63	151	12	8	20	167	209	166	214	409	381
ENST00000377924.4	LRRC3C	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000327892.12	TUBB	5013	4369	8212	877	568	772	10775	12512	9728	12535	24117	24559
ENST00000392055.7	PID1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000295934.7	HESX1	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000221431.10	SARS2	36	21	35	7	14	7	82	85	77	98	182	193
ENST00000230771.7	HARS2	62	42	70	9	7	15	125	143	108	130	242	240
ENST00000340134.4	IFITM10	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000169298.7	ST6GAL1	78	68	99	10	4	15	162	182	144	188	375	380
ENST00000295682.4	KRTCAP2	189	167	317	35	26	10	377	465	372	492	901	882
ENST00000375151.4	TSR2	40	38	57	6	0	0	82	109	82	105	181	186
ENST00000334346.2	MT1B	0	0	0	0	0	0	0	0	1	0	3	1
ENST00000423391.2	ACTBL2	4	3	4	0	0	0	3	2	3	5	11	7
ENST00000536621.5	MUC12	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000342649.8	TCAIM	7	9	14	0	6	1	23	13	11	24	55	41
ENST00000415061.7	RDH13	80	49	107	26	9	15	149	184	151	191	303	332
ENST00000330436.3	CYP2A13	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000507450.5	SPDYE2B	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000354981.6	KIF16B	21	20	16	1	0	2	31	34	34	33	80	62
ENST00000466681.1	MALSU1	59	50	114	7	5	15	105	144	123	153	334	313
ENST00000380842.4	POMP	299	278	449	63	11	42	622	757	592	803	1543	1555
ENST00000396169.6	CCK	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000391356.3	KRTAP4-3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000342526.7	AGMO	1	2	7	0	0	10	1	2	3	3	6	6
ENST00000298690.4	RNASE7	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000252997.2	GATA5	2	4	0	0	0	0	1	7	6	4	12	5
ENST00000636125.1	EXOC1L	0	0	0	0	0	0	0	2	0	1	1	2
ENST00000370263.8	CHRNA4	0	0	0	0	0	0	0	0	0	0	1	1
ENST00000258613.4	THSD1	0	0	0	0	0	0	0	0	1	0	0	0
ENST00000310300.10	LRCH4	37	31	30	4	0	6	47	91	59	84	180	174
ENST00000322635.7	CAMK2G	24	31	58	3	6	0	74	75	58	74	137	133
ENST00000257829.7	NAT10	451	459	838	76	53	76	1070	1229	1015	1246	2343	2528
ENST00000615301.4	SHTN1	20	29	37	0	0	2	70	67	54	62	118	117
ENST00000020945.3	SNAI2	0	0	0	0	0	0	1	0	0	0	0	1
ENST00000260447.5	GCHFR	4	5	12	0	0	0	7	10	6	14	18	26
ENST00000581216.5	TEFM	20	22	32	6	0	7	59	49	39	57	120	104
ENST00000409690.3	CEP19	2	1	0	0	0	0	2	1	3	6	8	5
ENST00000243498.9	EXOSC9	81	97	168	30	21	29	217	226	210	254	469	517
ENST00000368417.5	NKAIN2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000311862.9	PRG2	6	3	7	0	0	0	10	16	10	12	20	24
ENST00000342983.6	RAP2C	25	23	62	0	0	0	48	63	43	65	110	90
ENST00000361360.3	POU3F3	0	0	0	0	0	0	0	0	0	1	0	0
ENST00000296641.4	F2RL2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000438773.2	TRAPPC9	22	32	44	0	3	0	58	68	35	65	125	142
ENST00000405335.5	RNF32	1	0	0	0	0	0	1	3	3	3	5	4
ENST00000261839.11	MYO5C	0	0	0	0	0	0	0	0	1	0	2	1
ENST00000355387.6	RNF220	32	35	45	13	6	1	64	104	70	89	154	155
ENST00000369393.7	MDN1	173	159	298	42	12	14	402	484	352	483	941	916
ENST00000368491.7	CEP85L	17	8	0	3	3	0	30	23	14	29	55	51
ENST00000322128.4	TSPYL5	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000373463.7	TMEM54	1	3	0	0	0	0	1	1	0	2	1	6
ENST00000339992.3	HMX2	2	0	0	0	0	0	0	1	1	2	3	2
ENST00000381657.7_PAR_Y	PLCXD1	24	23	45	0	2	10	50	65	41	57	131	111
ENST00000338333.4	FBLL1	0	0	0	0	0	0	0	0	0	0	2	0
ENST00000572272.5	NLRP1	8	6	18	1	0	4	14	20	15	19	39	29
ENST00000368485.7	IL6R	0	0	0	0	0	0	0	1	0	0	1	1
ENST00000278317.10	TNNT3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000337653.6	CHAT	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000311170.5	VN1R4	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000276914.6	PLIN2	43	43	114	10	0	0	106	145	89	112	213	231
ENST00000307616.1	C11orf40	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000358039.8	ST7L	27	21	31	4	6	0	56	51	42	62	126	125
ENST00000257940.6	ZC3H10	5	3	5	0	0	0	4	8	4	11	15	23
ENST00000391802.1	KLK14	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000617897.1	CCL15	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000332598.6	TMED9	281	237	377	31	25	54	591	727	532	647	1304	1373
ENST00000279281.7	VPS51	132	91	155	8	6	6	231	281	227	300	543	568
ENST00000394323.2	ERV3-1	3	4	7	0	0	0	5	2	2	9	13	13
ENST00000366779.5	COQ8A	93	72	181	26	8	16	193	227	161	237	421	446
ENST00000380680.4	UBL3	0	4	0	0	0	4	0	4	2	3	5	4
ENST00000336714.7	SEC23B	88	79	121	34	4	24	208	198	162	214	481	428
ENST00000370079.3	AMY1C	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000254286.8	ACTR10	31	50	118	3	5	14	105	152	118	96	234	228
ENST00000316364.9	SEMA6D	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000451172.5	IQCJ	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000370994.8	SERBP1	1120	957	1669	195	60	182	2333	2777	2186	2948	5446	5637
ENST00000274813.3	MUT	58	48	78	9	12	1	124	156	128	135	323	346
ENST00000289816.9	ZNF276	9	12	12	0	0	1	22	39	28	26	48	56
ENST00000524270.5	SPSB2	3	3	0	0	0	0	10	8	5	6	21	9
ENST00000261402.6	NUAK1	0	0	0	0	0	0	0	1	1	0	0	1
ENST00000304672.5	PTCRA	0	0	0	0	0	0	2	1	1	0	0	2
ENST00000397374.7	DUSP8	1	3	0	0	0	0	2	0	1	3	6	2
ENST00000005257.6	RALA	59	54	114	6	7	7	120	144	131	141	307	309
ENST00000261438.9	KLF3	28	45	36	7	0	0	100	114	76	108	217	195
ENST00000263630.12	CCDC88A	35	30	74	43	6	2	77	85	63	79	191	189
